1.000000000000000000e+00,2.028461214923377998e-01,4.007164818963068753e-01,7.976601346769629508e-02,2.055580699873819917e-01,4.112728765048184187e-01,8.285161979816643707e-02,2.091690457381115698e-01,4.102783494574702150e-01,8.170445201367697308e-02,2.038343959775410219e-01,2.192300667258606228e-01,4.126828118771620757e-02,1.030270135340489862e-01,2.108821206616428579e-01,3.937165548236179480e-02,1.038207750606346402e-01,2.128913782928643916e-01,4.213978175856098601e-02,1.051485744428232727e-01,2.174890064810902079e-01,8.013848589329551908e-01,2.001294979957847886e+00,4.019359882635416881e+00,8.039788070756310745e-01,2.002208279639127841e+00,4.021519384079323522e+00,8.002577949257635437e-01,1.988712293649429697e+00,3.957046553691765389e+00,8.017862762979913738e-01
0.000000000000000000e+00,1.088774543216601970e-01,2.119175605596818057e-01,4.051602108237001287e-02,1.026115452759946284e-01,2.084835072139514522e-01,4.345571817427200390e-02,1.104735624770364910e-01,2.145125796975745902e-01,4.171712214225646587e-02,1.062693630666869393e-01,1.001036449754986180e+00,2.006405915604292101e-01,4.983597565236126958e-01,9.919795376713128610e-01,2.013988391460663774e-01,5.168012967222501697e-01,1.012482929893959049e+00,2.008824539928881214e-01,5.082796176465030902e-01,1.007870963882045556e+00,5.007181697205018711e-01,1.248485830507937600e+00,2.515074182470849351e+00,5.011680631805304209e-01,1.250980889464503809e+00,2.506536598485631373e+00,5.014385564185669386e-01,1.253994384358227521e+00,2.504328689229328386e+00,5.009548570113668831e-01
1.000000000000000000e+00,2.016197739567205938e-01,4.153019440966529974e-01,8.288001322482690947e-02,2.021482459967779144e-01,4.097472882709217168e-01,7.841844773217344911e-02,1.949411298479671595e-01,3.959277302458867887e-01,8.156528905223429937e-02,2.041548859481267242e-01,2.001673712942832473e-01,4.192762524627808435e-02,1.015927329106762617e-01,2.123640299736706538e-01,4.111287462102027751e-02,1.015443530946688044e-01,1.976106112567881934e-01,4.228755199288708466e-02,9.993204718198159253e-02,2.145716432851048072e-01,8.008521448222722938e-01,2.006444194918718615e+00,3.988060778065551037e+00,8.003712342856444950e-01,2.009439729066616387e+00,3.977736305556768936e+00,7.952715382697893576e-01,1.998035250441190902e+00,4.002975779303088899e+00,8.005900807581640688e-01
0.000000000000000000e+00,1.068477783409722964e-01,2.024678055059752069e-01,4.409196871812873231e-02,1.017458989988516277e-01,2.025484256293996754e-01,4.089636843440087183e-02,1.052172088305577680e-01,2.135131485575636756e-01,4.243620844388647229e-02,1.089970024413555727e-01,1.014620963973224432e+00,2.053694149598790097e-01,5.093823527058047862e-01,1.017056583819094362e+00,2.030716444593123060e-01,5.126945809933223241e-01,1.002834080980503861e+00,1.994498703600313672e-01,5.018419660548135708e-01,1.003931653873086471e+00,5.013869761609868192e-01,1.259513671036111671e+00,2.510250586688775432e+00,5.035409867528692907e-01,1.259320446451601461e+00,2.517782212555017107e+00,5.030960926209970818e-01,1.246074604702630761e+00,2.498477222503793005e+00,5.032288053003963757e-01
1.000000000000000000e+00,2.024931984909744687e-01,4.129040482553232305e-01,8.024053249307558366e-02,2.052213980243023650e-01,4.158026731657601949e-01,8.192126742896224667e-02,2.038022703873144659e-01,4.173538838262267903e-01,8.306574845987996225e-02,2.048076096563373194e-01,2.193146946086791393e-01,4.282100616963975537e-02,1.017554608619902490e-01,2.070729566485970674e-01,4.394684025124982046e-02,1.078654923307018065e-01,2.079369465076812418e-01,4.099718610797593865e-02,1.076543197380411404e-01,2.140857564082402631e-01,8.004533142488683417e-01,2.012199989474120709e+00,4.040467390876828269e+00,8.036995226404722859e-01,2.008372262543732134e+00,3.994569948552525229e+00,8.054453595726150938e-01,2.021129331924231831e+00,4.040310458024648277e+00,8.038397894186088966e-01
1.000000000000000000e+00,2.006699275350857792e-01,4.127508180991981690e-01,8.378541357421033509e-02,2.028323949311920671e-01,4.009985015472681824e-01,8.249383594694151278e-02,2.012832287636399653e-01,4.103670944963532241e-01,8.155139780101680613e-02,2.056901492480381344e-01,2.138620071924426380e-01,4.251185467161185116e-02,1.057730023828401256e-01,2.142004228932566368e-01,4.364871166227240334e-02,1.032086705382505298e-01,2.123288504568303370e-01,4.330838541839705791e-02,1.015110853928511969e-01,2.068551367983296752e-01,8.027660821003017588e-01,1.999339443656665161e+00,3.998987200733931324e+00,8.056077503689013097e-01,2.034140104407683669e+00,4.067751988493217397e+00,8.117562077659516984e-01,2.011722023587367403e+00,4.006169403619947111e+00,8.021823982942795084e-01
1.000000000000000000e+00,2.052062832253477576e-01,4.114764331268873088e-01,8.137157886486147407e-02,2.043960686362090717e-01,4.109466067596505012e-01,8.121742053513483772e-02,2.047117118706494043e-01,4.317952122876400067e-01,8.408500995308108850e-02,2.034253703104245137e-01,2.078108720976679924e-01,4.208171855984726983e-02,1.075859020668491484e-01,2.070485757726906739e-01,4.471402358785186992e-02,1.088469303613615186e-01,2.092508187848834966e-01,4.096949377565189954e-02,1.071936597211156222e-01,2.191626500676785716e-01,8.025942615095218446e-01,1.995768178509776947e+00,3.973321247369577147e+00,7.972532111291859014e-01,1.992454783634171056e+00,3.971406620514228880e+00,7.970137882010858155e-01,2.001927434338351297e+00,4.022985078856886609e+00,8.025673152274765965e-01
0.000000000000000000e+00,1.055627818096188109e-01,2.201042478987906836e-01,4.067065341521893668e-02,1.039718449870155048e-01,2.124040271237049027e-01,4.253743857851021576e-02,1.048240919073579192e-01,2.062367317061964966e-01,4.125784753391445459e-02,1.082172601454461786e-01,1.016150017206821410e+00,2.022442838694909484e-01,5.081346365121848230e-01,1.034350277963916653e+00,2.050554114946996076e-01,4.967194114778911151e-01,1.017031349290204556e+00,2.043914359466031949e-01,5.103381941429582236e-01,1.016798825028520037e+00,5.022029747731119320e-01,1.248534976437384314e+00,2.495727131610383509e+00,4.993120913501929992e-01,1.247992214120612342e+00,2.501461697216532443e+00,5.002241199845408604e-01,1.252388021008030483e+00,2.502786901729851188e+00,5.005992884436326618e-01
1.000000000000000000e+00,2.002475979533237527e-01,4.040794480435018765e-01,8.105504127932802727e-02,2.056827668123543118e-01,4.097673624470057341e-01,7.868092622301589567e-02,1.996708279938498587e-01,4.046872635806946228e-01,8.051680741547878606e-02,2.000534308621792767e-01,2.104466193977878319e-01,4.465376251247282074e-02,1.085578556209060991e-01,2.079885579784787886e-01,4.219565556129899891e-02,1.067698859288573332e-01,2.220367607296847845e-01,4.116747371442106007e-02,1.091945228359521292e-01,2.120532491389280905e-01,8.006069192694651449e-01,2.023700573553668391e+00,4.043733591797614046e+00,8.010131163050284719e-01,1.974246273255581441e+00,3.951561738168636762e+00,7.939986563675699438e-01,1.990691923468082436e+00,3.995057888066698926e+00,8.016138046110079518e-01
1.000000000000000000e+00,2.061997995488645818e-01,4.122653364883652749e-01,8.120711762544909063e-02,2.064948197721234724e-01,4.168020773900426024e-01,8.085132379235647482e-02,2.048078320063656532e-01,4.097089683474697264e-01,8.016302547267351031e-02,2.073005425215858066e-01,2.122168710356308052e-01,4.437905889684782418e-02,1.069934851211202936e-01,2.222518863238725773e-01,4.255005925606571843e-02,1.054020160927655742e-01,2.165603696598290551e-01,4.409511504675107246e-02,1.071430390088623646e-01,2.158852204094343086e-01,8.026683738460228534e-01,2.026686357512195613e+00,4.051752984483314002e+00,7.994392715385936210e-01,1.975865918197555748e+00,3.935550795828545834e+00,7.870835901559670722e-01,1.967167258825872178e+00,3.973941690920602898e+00,8.010334072345044465e-01
